1.267,1.095	94.545,0.016	0.019,104.164	1.452,104.164
93.313,0.177	0.022,97.860
213.146,1.591	0.282,121.170
62.634,2.327	0.016,179.276
203.184,0.029	0.032,95.419
1.559,0.068	101.717,0.005
685.087,0.006
0.009,220.768
0.459,1.496	42.149,0.051	0.006,139.555
176.145,0.036	176.145,3.573	0.038,131.734
129.102,0.048	0.018,4.229	0.018,186.096
60.987,0.137	0.009,3.889	0.009,146.677
701.681,0.857	0.126,306.402	7.102,59.149
0.814,0.095	72.650,0.095	0.017,327.474
211.189,0.885	2.607,133.960
57.994,0.018	0.621,56.292
87.480,0.078	0.060,0.749	0.060,40.484
153.477,0.036	0.054,2.767	0.054,154.733
98.206,0.022	0.191,105.967	3.481,105.967
0.911,2.562	43.706,0.046	0.016,88.119
2.051,1.387	137.599,1.387	0.043,164.584
94.546,0.331	94.546,5.741	0.011,112.127
235.461,0.024	0.362,205.524
0.026,1.480	0.002,69.862
0.530,0.974	46.604,0.013	0.008,86.409
4.430,0.027	98.851,0.027	2.400,39.772
1.163,4.050	112.183,0.078	0.055,32.310
1.678,0.439	138.634,0.019	0.089,27.274
66.316,0.068	0.136,4.036	0.136,202.781
6.623,0.004	125.829,0.004	0.083,14.285
1.965,0.047	97.533,0.011
25.163,0.063	0.009,3.458	0.009,301.885
1.469,1.182	96.979,0.051	96.979,4.926	0.024,114.424
592.797,0.007	0.602,31.451
142.335,0.047	1.235,62.888
6.360,0.066	402.252,0.066	0.171,57.112
160.941,0.024	160.941,2.057
508.101,0.345	0.089,359.234	5.696,29.784
156.292,0.016	156.292,1.490	0.190,43.603
1.466,0.628	80.335,0.013	0.020,47.328
2.542,0.609	111.836,0.025	0.046,26.517
5.670,0.004	166.250,0.004	0.203,32.671
0.885,3.642	60.379,0.087	60.379,8.720	0.035,364.044
1.994,0.169	19.812,0.003	0.024,14.954
100.708,0.144	0.016,419.611	1.363,419.611
1.169,1.869	70.083,0.113	0.013,83.373
2.300,0.926	70.359,0.011	0.026,9.199
243.520,0.032	0.146,213.574
1.833,0.945	73.358,0.387	0.031,19.758
3.301,1.746	86.475,0.034	0.124,142.519
60.729,0.044	0.311,46.007
190.777,0.289	0.060,8.750	0.060,521.895
103.968,3.830	1.203,113.238
0.427,3.707	16.510,0.055	0.006,214.491
1.827,2.702	86.163,0.035	0.028,140.788
5.349,1.619	92.862,1.619	0.054,38.616
0.091,2.378	6.727,2.378	0.006,153.690
0.703,1.796	37.352,0.040	0.092,70.458
430.376,0.611	1.440,351.286	22.245,8.944
0.566,0.152	46.690,0.021	0.077,10.402
1.414,0.965	54.094,0.022	0.019,17.795
57.524,0.290	0.010,395.457
414.395,0.174	0.554,199.254	9.612,9.984
1.667,0.112	53.920,0.002
546.768,0.045	0.079,3.805	0.079,138.926
0.430,1.186	13.659,0.015	0.007,62.401
46.288,0.013	0.094,16.812	0.883,16.812
1.610,0.312	80.812,0.004	0.114,10.830
2.541,0.288	190.612,0.288	0.029,159.723
1.624,1.317	76.408,0.020	0.030,11.161
2.333,0.527	50.198,0.055	0.024,15.757
2.735,0.042	112.086,0.042	0.391,116.224
2.160,2.192	56.688,0.115	56.688,4.518	0.051,85.930
291.940,0.067	0.150,106.153
9.336,0.106	0.007,410.742
58.200,0.068	0.134,158.443	2.369,158.443
816.169,0.014	0.196,1.274	0.196,96.373
38.116,0.204	0.031,342.715
3.101,4.505	44.332,0.145	0.041,70.058
65.804,0.225	0.285,64.708
202.013,0.015	0.496,21.070
265.018,0.006	0.085,16.002	5.227,16.002
116.346,0.613	0.066,50.352
44.517,0.014	0.235,49.886
3.190,0.330	112.969,0.330	0.192,83.130
1.270,1.206	112.969,0.019	0.025,83.130
1.734,0.284	166.577,0.015	1.734,3.240
0.600,1.298	30.806,0.017	0.032,8.580
67.272,0.077	0.017,328.676
0.542,0.111	41.614,0.001	0.007,10.849
21.714,0.026	0.063,105.109
90.106,0.003	0.012,18.181	0.922,18.181
24.970,0.048	24.970,4.381	0.033,170.086
64.950,0.059	64.950,2.461	0.025,66.432
1.747,0.010	40.695,0.010
51.779,0.049	0.009,162.399
3.843,0.012	251.858,0.012	0.177,36.908
1.066,0.187	106.375,0.019	0.016,13.519
2.487,0.113	94.844,0.113	2.487,1.241	94.844,1.241	0.026,65.018
55.981,0.068	0.014,3.892	0.014,87.018
82.239,0.019	0.067,23.308	0.986,23.308
0.009,0.431	0.009,39.030
4.357,0.295	112.292,0.053	112.292,2.653	0.051,14.698
141.132,0.017	0.103,43.501
152.946,7.894	0.116,301.133	5.855,282.541
33.790,0.052	33.790,1.156	0.009,77.437
0.031,2.311	1.849,2.311	0.031,163.183	1.849,163.183
99.203,0.509	0.111,73.019	2.788,73.019
160.707,0.012	0.040,63.368	2.347,63.368
0.901,1.363	31.080,0.168	0.011,53.355
86.779,0.014	0.030,1.058	0.030,48.003
329.535,0.008	0.140,54.201	7.463,54.201
4.438,0.177	191.238,0.177	0.060,126.542
0.661,1.452	43.845,0.126	0.099,135.548	6.550,135.548
34.302,0.065	0.023,1.557	0.023,102.556
256.889,0.240	256.889,3.896
83.368,2.772	0.275,106.443	14.725,55.073
0.520,0.019	49.326,0.019	0.009,92.794
3.360,5.435	158.543,0.208	0.034,177.479
0.800,3.491	40.013,0.196	40.013,5.488	0.010,97.741
40.232,0.016	0.045,55.358	1.292,55.358
2.423,6.988	34.965,0.073	0.047,165.701
33.381,0.016	0.680,70.207
3.904,0.024	276.243,0.024
2.949,0.023	40.018,0.023	0.172,17.935
8.080,0.082	0.003,1.703	0.003,72.350
274.460,0.355	0.137,239.802
0.001,91.860
7.242,0.015	147.906,0.015	0.291,41.832
151.073,0.092	0.331,37.685	5.128,37.685
59.239,0.024	59.239,0.791	0.011,65.921
60.876,0.601	0.015,462.355
308.945,0.038	0.551,247.271
43.760,0.084	0.288,277.906
1.043,0.005	82.311,0.005	0.014,17.285
226.059,0.180	0.064,70.935
10.135,0.937	0.005,357.967
51.795,0.054	0.021,53.824
26.886,0.321	0.029,775.736
1.978,0.559	148.900,0.007	0.116,33.904
350.030,0.021	0.241,103.696
83.306,0.152	0.208,355.909
0.722,1.307	32.734,0.039	0.031,36.748
27.149,0.298	0.004,287.554	0.285,287.554
88.233,0.021	88.233,1.343	0.063,93.607
1.735,0.390	154.820,0.390	0.022,664.859
1.683,0.115	78.122,0.006	0.145,9.516	6.729,9.516
81.879,0.004	0.020,15.678
343.632,0.029	0.580,108.669
75.205,0.143	75.205,1.555	0.422,105.022
84.731,0.171	0.026,3.644	2.156,3.644	0.026,112.948	2.156,112.948
4.508,0.974	139.709,0.974	0.110,246.093
123.192,0.122	0.372,200.429
2.591,0.284	21.319,0.004	0.043,21.591
0.590,1.441	11.181,0.017	0.007,107.773
123.929,0.010	0.162,23.379
460.187,0.044	1.355,314.123	29.345,3.685
12.241,0.024	0.025,1.272	0.431,1.272	0.025,119.505	0.431,119.505
429.130,0.079	0.715,81.994
544.741,0.128	0.091,6.237	0.091,377.296	5.616,7.738
106.872,0.038	0.097,3.703	0.097,79.077
721.333,0.012	0.283,59.669
58.706,0.022	0.302,68.662
36.267,0.081	0.030,48.471
0.136,1.723	10.295,0.028	0.002,28.868
1.697,5.478	104.763,0.063	0.030,41.513
0.068,0.856	2.829,0.856	0.003,40.943
1.037,0.260	54.620,0.260	0.113,5.997	0.113,345.089
0.707,1.634	41.855,0.149	0.010,55.867
2.012,0.621	45.055,0.006	0.066,49.594
50.913,0.021
27.392,0.623	0.003,138.289
213.284,0.022	0.125,162.995	5.778,162.995
202.761,0.011	0.208,45.212
0.027,395.524
1.742,1.570	110.388,0.042	0.030,49.846
55.640,0.013	0.144,12.802
3.889,0.119	143.334,0.119	3.889,5.785	143.334,5.785	0.049,220.897
71.645,0.001
21.541,0.010	0.049,10.948
66.396,0.014	0.051,1.108	0.051,27.655
581.344,0.054	0.169,95.394
2.081,0.109	106.393,0.002	2.081,7.318
0.025,198.515	2.105,198.515
143.890,0.015	0.064,92.140	5.174,92.140
3.238,2.797	209.778,0.028	0.115,22.861
22.400,0.169	0.051,454.816
29.958,0.575	0.006,409.459
165.468,0.745	0.092,8.661	0.092,342.742	8.299,29.500
1.436,3.491	129.607,0.221	0.021,25.288
0.008,7.282	0.008,105.323
184.267,0.079	0.036,5.190	2.934,5.190	0.036,158.903	2.934,158.903
0.015,677.357
343.454,0.184	0.568,369.837
92.045,0.123	0.045,47.046
82.891,0.066	82.891,6.371	0.013,200.752
0.812,0.741	75.305,0.011	0.023,50.636
179.342,0.022	179.342,1.359	0.026,90.145	2.291,90.145
100.095,0.916	0.724,88.214	2.785,88.214
96.069,0.071	0.059,16.817
1.387,0.735	23.766,0.025	0.014,65.576
0.233,0.039	20.340,0.039	0.003,2.574	0.003,37.539
51.658,0.257	0.094,83.323
59.978,0.191	0.023,1.542	0.023,64.911
27.192,0.355	0.003,9.354	0.003,159.100
1.669,1.669	147.543,0.064	0.025,159.267
2.104,0.056	120.571,0.056	0.022,412.697
9.048,0.094	82.610,0.094
113.980,0.773	0.040,206.043
121.158,0.418	1.199,88.394
140.432,0.081	140.432,2.767	0.047,152.061
25.681,0.509	25.681,2.990	0.040,184.327
3.061,1.931	287.094,0.031	0.077,78.844
3.967,2.090	52.882,0.037	0.045,166.450
0.362,1.044	30.591,0.069	30.591,6.631	0.012,100.214
0.005,65.423
318.507,0.007
399.852,0.821
105.329,0.004	0.346,8.089	2.420,8.089
269.646,0.059	269.646,2.884	0.087,168.166
20.827,0.044	0.003,224.794
0.245,2.070	21.171,0.031	0.004,62.589
2.352,1.678	65.767,0.018	0.028,150.576
544.517,0.026	0.187,91.419
1.062,0.536	86.973,0.006	0.019,32.904
399.697,0.338	0.336,267.668
101.042,0.439	0.028,177.200
70.247,0.066	0.153,338.465	2.973,338.465
57.833,0.096	0.014,134.469
0.765,0.299	65.978,0.004	0.008,25.715
0.082,238.712
48.862,0.062	48.862,1.715	0.007,133.372
0.111,0.458	11.090,0.007	0.003,36.720
229.239,0.197	0.059,301.321
326.894,0.014	0.120,50.552
59.094,0.300	59.094,0.573	0.050,15.094
0.412,1.210	27.322,0.061	27.322,6.100	0.009,120.128
1.667,3.322	94.732,0.038	0.126,158.928	7.142,158.928
1.254,0.017	55.137,0.017	0.064,1.368	0.064,95.867
87.913,0.153	87.913,8.041	0.131,235.100
2.598,1.485	133.382,0.142	0.070,97.708
1.359,4.342	121.609,0.049	0.287,126.798
47.116,0.059	0.018,282.580
1.265,0.015	45.178,0.015	0.027,41.137
360.750,0.023	0.141,2.108	0.141,184.049
5.071,0.156	203.071,0.156	0.059,43.111
7.267,0.009	152.571,0.009
2.146,0.972	98.838,0.021	0.039,40.097
2.609,2.718	84.731,2.270	0.036,237.910
1.747,0.755	148.086,0.033	0.046,60.751
0.870,0.076	70.205,0.004	0.012,5.325
0.407,1.524	21.174,0.022	0.016,108.499
1.579,0.789	137.983,0.015	0.025,29.362
1.502,0.754	115.663,0.012	0.015,28.567
5.144,0.937	258.363,0.024	0.291,55.540
157.243,0.056	0.080,86.682
59.166,0.647	0.015,174.428	0.976,174.428
0.017,448.562
20.746,0.657	0.004,76.324
99.443,0.127	0.345,100.186
70.723,0.023
120.379,0.045	120.379,1.165	0.018,116.433
17.554,0.121	0.059,3.360	0.059,199.132
0.382,0.025	26.033,0.025	0.382,1.096	26.033,1.096	0.009,49.364
63.302,0.007	0.093,22.595
120.563,0.021	0.021,28.743
803.858,0.004	0.131,17.290
0.561,0.724	33.293,0.013	0.007,69.404
1.762,3.723	56.134,3.723	0.024,302.625
241.902,0.018	0.264,45.132
341.066,0.179	0.040,7.485	0.040,400.676
637.482,0.346	0.195,249.011	13.253,7.709
6.091,3.361	248.601,0.034	0.075,98.368
150.595,0.009	0.114,56.313
1.714,0.170	144.959,0.003
692.927,0.021	0.273,182.554	7.450,182.554
117.932,0.039	0.124,156.625
461.346,0.011	0.459,25.682
0.969,0.126	88.441,0.126	0.068,353.595
125.592,2.003	0.128,404.418
4.038,0.564	48.722,0.009	0.163,24.842
5.956,0.011	280.207,0.011	0.100,66.534
136.507,0.065	136.507,5.708	0.085,219.176
0.002,1.379	0.002,80.772
1.226,3.950	77.248,0.077	0.030,222.047
3.549,0.017	168.588,0.017	0.055,27.011
2.947,1.474	196.111,0.089	196.111,5.042	0.042,83.316
0.551,2.362	0.006,102.858
196.736,0.021
5.792,0.039	346.421,0.039	0.070,3.235	0.070,55.732
0.184,4.107	12.473,0.475	12.473,4.619	0.003,39.939
169.308,0.211	0.054,596.966
257.385,0.370	0.108,216.908	5.990,216.908
0.613,0.018	26.433,0.018	0.033,134.407
232.677,0.049	0.259,229.790
5.777,1.259	298.076,1.259	0.381,47.501	19.643,47.501
4.485,1.232	141.068,0.152	0.072,76.883
520.324,0.079	4.112,306.828	37.788,5.321
22.452,0.047	22.452,3.531	0.010,201.174
45.514,0.103	0.013,6.571	0.013,79.811
94.026,0.039	0.040,106.753	2.502,106.753
1.819,1.967	168.728,0.048	0.207,49.938
2.431,0.964	115.770,0.013	0.041,61.854
125.911,0.184	0.062,134.718	4.781,134.718
3.674,0.051	364.262,0.051	0.058,223.081
0.998,0.056	82.454,0.002	0.998,4.070
293.666,0.070	293.666,1.907	0.229,56.622
1.604,0.918	157.718,0.011	0.049,78.118
0.054,2.084	0.004,181.945
115.025,0.296	0.518,47.508
55.479,0.029	0.016,1.553	0.016,77.502
1.167,1.258	99.091,0.016	0.028,99.700
174.971,0.004	0.120,35.997
0.784,4.862	67.686,0.054	0.023,123.389
0.698,0.584	55.351,0.006	0.016,38.350
249.520,0.102	0.066,563.340	6.370,8.647
89.122,0.212	0.049,93.804
479.681,0.017	1.184,116.564
91.008,0.037	0.196,2.278	0.196,18.448
0.215,1.322	20.784,0.027	0.010,99.825
5.017,0.098	132.576,0.098	0.060,202.083
160.709,0.001
0.942,0.672	88.290,0.007	0.035,17.964
264.797,0.291	264.797,5.508	0.037,484.740	2.945,484.740
0.042,187.157
0.354,1.325	5.328,0.037	5.328,2.754	0.008,98.668
211.289,0.026	0.276,24.173	6.887,24.173
236.470,0.026	0.079,95.545	3.863,95.545
1.939,1.200	55.502,0.014	0.253,59.834
3.562,0.701	288.158,0.012	0.947,32.716
0.534,0.029	43.167,0.003
182.806,0.141	0.472,60.993	22.687,9.413
5.899,0.576	402.800,0.026	0.125,19.250	8.511,19.250
3.588,2.461	282.366,0.031	0.043,171.298
4.703,2.265	223.614,0.128	0.102,147.920
0.079,842.268
4.653,0.009	250.420,0.009	0.064,57.111
356.398,0.043	1.042,177.306	5.698,177.306
87.958,0.309	0.029,60.895	1.570,60.895
1.557,1.583	136.339,0.190	0.016,42.666
177.935,0.008
4.501,0.006	195.008,0.006	0.568,30.908
134.395,0.090	0.040,259.171
79.693,0.107	0.015,53.315
3.999,0.754	392.909,0.034	0.054,75.361
3.922,1.779	208.793,0.026	0.123,12.691
0.485,5.656	42.510,0.070	0.005,538.709
0.823,3.805	62.249,0.045	0.008,218.729
0.446,0.261	22.201,0.003	0.033,17.821
38.367,0.029	0.017,55.247
161.162,0.033	0.023,135.773
253.519,0.093	0.170,215.021	14.909,4.097
33.470,0.210	0.041,259.700
125.680,0.324	0.040,92.767
1.383,2.339	95.903,0.268	0.046,227.486
1.353,2.077	49.124,0.027	0.014,10.489
76.720,0.067	0.014,3.441	0.014,324.685
65.778,1.148	0.047,120.523
15.528,0.092	0.041,5.679	0.041,182.717
1.236,1.940	77.443,0.031	0.029,115.482
45.118,0.490	0.009,62.196
2.585,0.123	170.432,0.123	0.038,320.302
95.238,0.012	95.238,1.071	0.019,57.883
3.020,0.432	199.704,0.008	0.034,33.786
5.995,1.257	172.456,0.019	0.062,84.255
0.036,90.177
54.964,0.014	0.018,0.933	0.018,92.621
67.536,0.022	7.349,109.595	48.985,1.750
7.532,0.289	309.779,0.289	0.108,0.793	0.108,67.390
1.741,0.729	50.381,0.011	0.020,62.120
62.724,0.188	0.219,85.766
245.032,3.711	0.041,87.817
2.535,4.103	142.985,0.043	0.053,398.397
1.157,2.304	34.266,0.070	34.266,6.131	0.014,201.532
1.214,0.914	99.603,0.019	0.641,71.752
0.589,0.266	15.143,0.005	0.010,25.560
3.031,0.009	117.627,0.009	0.189,24.733
4.832,0.018	24.608,0.018	0.110,81.032
58.573,0.049	0.107,2.678	1.780,2.678	0.107,107.182	1.780,107.182
79.518,0.081	0.016,6.946	0.016,69.695
0.688,0.841	14.750,0.021	0.009,58.621
0.716,0.963	43.777,0.021	0.023,82.343	1.377,82.343
5.046,0.032	38.311,0.032	0.052,21.298
9.974,0.081	9.974,5.117	0.001,326.314
2.709,0.544	102.286,0.010	0.027,12.423
8.300,0.025	131.187,0.025	0.187,38.719
64.775,0.061	0.019,263.120
0.008,2.340	0.610,2.340	0.008,40.368	0.610,40.368
151.189,0.295	0.058,144.593
112.704,0.024	0.130,151.784	3.416,151.784
123.118,0.308	0.021,469.575
127.730,0.009	0.059,57.934	3.222,57.934
173.939,1.006	0.126,97.715
103.373,1.055	0.017,36.951
520.692,0.002
108.324,0.436	0.731,227.860
592.176,0.137	0.264,542.190
2.607,0.024	219.387,0.024	0.094,78.229
18.504,0.086	0.005,2.046	0.005,83.194
2.338,0.017	85.173,0.017	0.024,1.443	0.024,92.749
0.519,2.723	43.218,0.070	0.018,97.542
250.411,0.018	0.244,78.065
0.332,1.025	29.924,0.018	0.004,55.192
56.195,0.173	0.023,123.653
0.421,3.601	20.970,0.087	20.970,5.381	0.075,223.576	3.746,223.576
132.016,0.065	0.036,36.119
50.559,0.504	0.026,479.484
358.426,0.018	1.567,19.510	5.062,19.510
1.906,0.003	143.431,0.003	0.083,0.211	0.083,19.767
51.090,0.593	0.060,99.505
43.353,0.102	0.019,56.488
1.362,1.972	127.526,0.072	0.019,169.606
0.512,0.095	20.765,0.001	0.015,6.201
40.773,0.027	40.773,2.012	0.270,54.703
2.412,0.823	158.883,0.534	0.072,31.944
1.539,0.106	97.593,0.106	0.039,50.401
1.794,1.193	174.896,0.025	0.026,113.051
60.157,0.202	60.157,1.862	0.008,122.214
207.460,0.001
436.110,0.021	0.782,0.956	0.782,62.145
1.873,0.068	91.462,0.068	0.032,82.104
131.016,0.011	0.026,0.629	0.026,51.283
245.084,0.026	0.698,2.622	0.698,79.459
82.783,0.124	0.266,13.796
41.099,0.285	0.135,274.904
1.180,0.089	58.357,0.089	0.029,7.559	0.029,134.196
1.907,1.740	174.101,0.040	0.030,116.132
478.611,0.049	0.116,263.307	5.834,263.307
50.138,0.021	50.138,0.668	0.017,33.815
2.274,3.102	103.748,0.038	0.044,115.261
1.018,0.102	47.086,0.102	0.012,169.851
139.855,0.004	0.250,25.673
104.664,0.127	0.082,3.109	0.082,95.885
16.996,0.425	0.005,54.224
34.096,0.132	0.006,2.856	0.006,11.156
212.170,0.044	0.170,145.403
482.462,0.024	0.124,1.266	0.124,92.117
36.332,0.144	0.040,913.362
0.080,0.408	7.698,0.408	0.015,33.688
78.180,0.304	0.025,179.769
0.003,228.699
6.050,1.622	390.952,1.622	6.050,7.714	390.952,7.714	0.239,67.822
250.085,0.046	0.203,2.343	0.203,68.523
0.737,1.213	70.162,0.058	0.021,106.398
2.116,0.746	100.263,0.015	0.023,28.410
25.011,0.043	0.007,3.713	0.007,152.141
1.944,0.605	74.814,0.008	0.050,42.804
162.594,0.019	0.602,22.355	5.197,22.355
0.001,266.321
113.248,0.390	0.013,95.452	1.181,95.452
2.125,0.629	66.829,0.013	0.034,49.209
444.388,0.167	0.186,25.274
53.315,0.013	53.315,1.023	0.017,43.958
98.912,0.061	0.042,54.154	1.460,54.154
3.737,1.352	43.013,0.056	0.169,85.164
0.832,221.956	8.166,221.956
103.847,0.043	0.061,48.020
332.372,0.007	0.606,23.920
0.702,1.237	29.063,0.042	29.063,3.404	0.014,100.058
299.855,0.537	0.125,646.066
82.261,0.162	0.080,49.544	1.778,49.544
269.757,0.064	0.313,3.801	0.313,96.873
0.788,3.153	74.196,0.043	0.018,73.575
77.617,0.035	77.617,0.571	0.027,45.790
2.373,0.019	161.417,0.019	0.026,45.831
41.895,0.145	0.017,141.775
50.752,1.287	0.007,585.791
42.865,0.409	0.015,855.007
0.322,0.383	26.792,0.033	0.058,37.590
121.319,0.005	0.091,29.550	1.258,29.550
1.981,2.463	125.390,0.039	0.037,88.771	2.313,88.771
1.131,2.560	52.249,0.054	0.014,123.207
0.535,0.564	30.589,0.008	0.046,54.483
239.714,0.027	0.150,105.139
2.317,0.558	183.288,0.008	0.274,48.235
86.891,0.050	0.025,121.242	1.535,121.242
60.645,0.090	60.645,3.703	0.048,110.961
87.537,0.088	0.011,8.262	0.011,123.731
704.409,0.190
1.356,0.552	109.455,0.020	0.016,31.920
1.527,1.208	120.934,0.098	0.031,98.161
147.525,0.021	0.147,16.880
115.061,0.021	0.669,105.637
1.265,0.328	95.833,0.020	0.039,16.475
68.462,0.402	0.012,329.480
0.210,112.530	7.145,62.898
70.901,0.024	0.027,0.982	0.027,95.136
127.881,0.583	0.207,245.462	4.058,245.462
109.264,0.136	0.261,96.378
1.730,0.893	64.839,0.019	0.017,58.229
133.205,0.042	0.081,2.756	7.665,2.756	0.081,134.420	7.665,134.420
1.555,0.016	138.113,0.000
69.942,0.055	0.015,51.590
1.234,0.809	94.817,0.014	0.029,59.058	2.237,59.058
2.432,0.251	91.762,0.012	0.047,19.137
648.091,0.036	0.206,30.794
142.712,0.136	0.079,484.875
296.933,0.090	0.074,66.207	7.382,66.207
85.525,0.242	85.525,0.894	0.040,62.487
206.289,0.097	0.030,317.054
654.992,0.162	0.146,300.278	8.983,300.278
0.808,0.704	25.776,0.028	0.106,68.068
0.134,0.660	0.005,34.712
82.642,0.067	0.021,2.511	0.021,137.229
333.935,0.036	0.066,117.270
5.752,0.107	110.356,0.107	0.352,193.385
1.754,0.036	146.115,0.036	0.083,94.374
0.577,1.170	20.311,0.020	0.009,111.347
86.409,0.157	0.055,196.618	5.440,196.618
0.496,2.032	38.397,0.168	0.196,42.883
0.320,1.489	20.510,0.116	0.004,145.571
29.810,0.019	0.022,22.245	0.534,22.245
0.177,2.745	15.277,0.157	0.002,53.473
22.087,0.011	22.087,1.116	0.311,63.268
415.636,0.135	0.300,92.219
120.232,0.075	120.232,4.603	0.070,108.584
0.128,0.446	0.002,28.779
3.871,0.051	90.250,0.051	0.069,140.171
208.991,0.918	0.481,620.375
1.485,1.047	74.028,0.011	0.110,70.398	5.462,70.398
0.002,332.383
112.297,1.045	0.059,216.412	3.331,216.412
293.083,0.154	0.038,530.525
86.188,0.069	0.202,46.457
54.861,1.106	0.009,47.372
107.389,0.194	0.013,79.439
0.011,191.821
56.256,0.543	0.009,411.757
130.826,0.226	0.075,5.297	0.075,241.946
1.841,1.002	104.949,0.010	0.036,66.072
1.747,1.155	35.800,0.132	35.800,4.809	0.025,42.024
248.968,0.069	0.139,168.722	5.092,168.722
90.557,0.014	0.120,60.347
2.421,0.032	105.250,0.032
380.277,0.026	0.397,0.944	0.397,65.570
53.836,0.076	53.836,2.787	0.036,123.681
0.016,556.077
655.825,0.027	655.825,1.872	0.221,145.317
1.109,0.778	87.284,0.102	0.012,70.016
70.421,0.050	0.010,4.260	0.929,4.260	0.010,137.530	0.929,137.530
51.022,0.546	51.022,3.504	0.008,233.180
191.830,0.120	0.078,139.908
20.371,0.066	0.011,101.047
251.989,0.050	0.302,155.405
2.596,0.503	21.869,0.012	21.869,0.900	0.145,38.546
0.210,3.700	12.972,0.160	0.008,51.947
134.446,0.085	1.193,3.272	1.193,131.334
140.865,0.026	0.622,82.567
1.481,0.438	92.414,0.005	0.028,15.887
2.970,0.709	135.525,0.043	0.090,52.391
5.006,0.047	51.181,0.047	0.705,342.183
0.001,2.242	0.001,22.764
188.319,0.038	0.165,3.165	3.319,3.165	0.165,166.833	3.319,166.833
0.001,96.266
4.463,0.016	112.226,0.016	0.053,70.019
125.718,0.285	0.145,87.445	4.015,87.445
1.103,0.468	30.876,0.013	0.035,38.666
0.660,0.677	17.902,0.106	0.008,39.089
122.438,0.056	0.267,210.436	4.337,210.436
322.231,0.016
60.576,0.046	0.010,3.809	0.010,259.615
10.604,0.219	0.003,319.892
0.796,3.883	43.254,0.863	0.011,198.614
1.482,1.838	98.761,0.022	0.019,102.227
63.686,0.019	0.020,28.756	1.161,28.756
1.329,0.204	103.031,0.003	0.172,18.362
0.560,0.547	16.491,0.015	0.036,49.570
0.449,0.955	41.101,0.601	0.008,93.235
243.065,0.155	243.065,3.672	0.057,97.432
2.126,0.123	78.392,0.007	0.028,6.756
134.076,0.016	0.167,1.097	0.167,25.984
362.147,0.074	0.062,118.633	5.637,118.633
114.584,0.356	0.144,61.486
2.151,0.436	14.925,0.006	0.024,19.634
0.029,100.172
158.022,0.040	0.133,14.453
0.612,0.835	56.357,0.029	0.007,76.318
419.145,0.227	419.145,2.471	4.285,196.277
0.400,0.161	37.012,0.005	0.009,8.315
1.101,1.491	99.155,0.015	0.011,119.026
244.362,0.043	0.181,1.021	0.181,45.504
3.324,1.125	168.947,0.035	0.293,69.568
0.688,0.688	17.013,0.042	0.009,47.460
2.442,0.004	96.310,0.004	0.025,5.841
165.190,0.007	0.296,18.432
0.102,0.174	8.640,0.074	0.007,9.567
2.137,1.539	76.946,0.368	0.022,135.305
5.063,1.066	82.825,0.044	0.099,93.413
304.999,0.063	0.047,5.374	0.047,197.853
123.017,0.172	0.525,87.194	33.136,12.549
139.028,0.359	0.018,157.764
319.466,0.040	0.097,94.826	3.224,1.805
2.924,0.075	88.673,0.075	0.065,3.395	0.065,258.445
0.383,0.716	35.450,0.013	35.450,1.237	0.063,68.104	5.839,68.104
80.407,0.061	0.096,474.979	1.209,474.979
47.107,0.026	0.064,2.581	0.064,87.700
30.391,0.009	0.012,24.287	0.676,24.287
2.904,0.019	217.134,0.019	0.032,48.835
30.391,0.010	30.391,0.540	0.009,24.287	0.634,24.287
0.328,2.794	28.140,0.031	0.026,151.993	2.269,151.993
3.609,0.256	201.586,0.256	0.134,186.923	7.485,12.870
53.470,0.007	0.084,33.303
52.791,0.869	0.009,8.792	0.009,130.302
0.545,1.722	47.117,0.020	0.012,128.541
1.082,0.069	56.589,0.002	0.011,4.504
253.755,0.008	253.755,0.571	0.120,55.764
137.944,0.148	0.181,117.521
0.922,0.429	64.523,0.006	0.012,23.856
0.935,2.656	34.646,0.034	0.013,186.488
378.785,0.754	0.056,104.702
1.525,0.445	142.724,0.005	0.017,41.222
0.325,0.284	20.649,0.005	0.013,25.582
5.025,2.043	195.397,0.028	0.244,115.518
5.387,0.045	464.431,0.045	0.170,100.323
2.235,0.977	77.648,0.017	0.096,92.753
693.985,0.026	0.317,177.696
0.898,1.347	8.214,0.028	0.015,62.272
0.327,2.022	29.785,0.033	0.065,34.841
18.888,0.271	0.006,96.985
196.763,0.156	196.763,8.039	0.085,420.322
